Locus Tag,Start,End,Strand
Rv0945,1054247,1055008,+
Rv0946c,1055024,1056685,-
Rv0947c,1057303,1057530,-
Rv0948c,1057646,1057963,-
Rv0949,1058260,1060575,+
Rv0950c,1060656,1061654,-
Rv0951,1061964,1063127,+
Rv0952,1063140,1064051,+
Rv0953c,1064114,1064962,-
Rv0954,1065127,1066038,+
Rv0955,1066078,1067445,+
Rv0956,1067561,1068208,+
Rv0957,1068205,1069776,+
Rv0958,1069883,1071262,+
Rv0959,1071255,1073273,+
Rv0960,1073545,1073928,+
Rv0961,1074074,1074421,+
Rv0962c,1074440,1075114,-
Rv0963c,1075297,1076097,-
Rv0964c,1076196,1076678,-
Rv0965c,1076778,1077197,-
Rv0966c,1077233,1077835,-
Rv0967,1077975,1078334,+
Rv0968,1078391,1078687,+
Rv0969,1078743,1081055,+
Rv0970,1081052,1081684,+
Rv0971c,1081775,1082584,-
Rv0972c,1082584,1083750,-
Rv0973c,1083747,1085750,-
Rv0974c,1085756,1087345,-
Rv0975c,1087348,1088496,-
Rv0976c,1088493,1090175,-
Rv0977,1090373,1093144,+
Rv0978c,1093361,1094356,-
Rv0979A,1094886,1095059,+
Rv0979c,1094670,1094864,-
Rv0980c,1095078,1096451,-
Rv0981,1096816,1097508,+
Rv0982,1097508,1099022,+
Rv0983,1099066,1100460,+
Rv0984,1100460,1101005,+
Rv0985c,1101025,1101480,-
Rv0986,1101803,1102549,+
Rv0987,1102542,1105109,+
Rv0988,1105116,1106276,+
Rv0989c,1106405,1107382,-
Rv0990c,1107443,1108099,-
Rv0991c,1108172,1108504,-
Rv0992c,1108578,1109171,-
Rv0993,1109272,1110192,+
Rv0994,1110269,1111549,+
Rv0995,1111612,1112223,+
Rv0996,1112384,1113460,+
Rv0997,1114293,1114724,+
Rv0998,1114748,1115749,+
Rv0999,1115767,1116525,+
Rv1000c,1116531,1117148,-
Rv1001,1117185,1118393,+
Rv1002c,1118428,1119939,-
Rv1003,1120022,1120879,+
Rv1004c,1120889,1122148,-
Rv1005c,1122222,1123598,-
Rv1006,1123714,1125417,+
Rv1007c,1125444,1127003,-
Rv1008,1127089,1127883,+
Rv1009,1128091,1129179,+
Rv1010,1129152,1130105,+
Rv1011,1130191,1131111,+
Rv1012,1131128,1131421,+
Rv1013,1131625,1133259,+
Rv1014c,1133333,1133908,-
Rv1015c,1133921,1134568,-
Rv1016c,1134785,1135465,-
Rv1017c,1135501,1136481,-
Rv1018c,1136573,1138060,-
Rv1019,1138315,1138908,+
Rv1020,1138967,1142671,+
Rv1021,1142671,1143648,+
Rv1022,1143736,1144467,+
Rv1023,1144564,1145853,+
Rv1024,1145858,1146544,+
Rv1025,1146561,1147028,+
Rv1026,1147019,1147978,+
Rv1027c,1148427,1149107,-
Rv1028A,1151920,1152012,+
Rv1028c,1149104,1151686,-
Rv1029,1152012,1153727,+
Rv1030,1153724,1155853,+
Rv1031,1155853,1156422,+
Rv1032c,1156426,1157955,-
Rv1033c,1157963,1158736,-
Rv1034c,1158918,1159307,-
Rv1035c,1159375,1160061,-
Rv1036c,1160095,1160433,-
Rv1037c,1160544,1160828,-
Rv1038c,1160855,1161151,-
Rv1039c,1161297,1162472,-
Rv1040c,1162549,1163376,-
Rv1041c,1164572,1165435,-
Rv1042c,1165092,1165499,-
Rv1043c,1165781,1166806,-
Rv1044,1167053,1167676,+
Rv1045,1167673,1168554,+
Rv1046c,1168704,1169228,-
Rv1047,1169423,1170670,+
Rv1048c,1171038,1172153,-
Rv1049,1172386,1172832,+
Rv1050,1172881,1173786,+
Rv1051c,1173945,1174700,-
Rv1052,1175723,1176112,+
Rv1053c,1176011,1176286,-
Rv1054,1176928,1177242,+
Rv1055,1177239,1177373,+
Rv1056,1177628,1178392,+
Rv1057,1179396,1180577,+
Rv1058,1180684,1182315,+
Rv1059,1182391,1183455,+
Rv1060,1183508,1183981,+
Rv1061,1184015,1184878,+
Rv1062,1184883,1185740,+
Rv1063c,1185741,1186823,-
Rv1064c,1186904,1187323,-
Rv1065,1187435,1188001,+
Rv1066,1187998,1188393,+
Rv1067c,1188421,1190424,-
Rv1068c,1190757,1192148,-
Rv1069c,1192510,1194273,-
Rv1070c,1194270,1195043,-
Rv1071c,1195055,1196092,-
Rv1072,1196279,1197115,+
Rv1073,1197231,1198082,+
Rv1074c,1198156,1199373,-
Rv1075c,1199426,1200370,-
Rv1076,1200767,1201660,+
Rv1077,1201717,1203111,+
Rv1078,1203313,1204035,+
Rv1079,1204067,1205233,+
Rv1080c,1205304,1205798,-
Rv1081c,1205984,1206418,-
Rv1082,1206520,1207386,+
Rv1083,1207383,1207649,+
Rv1084,1207636,1209657,+
Rv1085c,1209756,1210484,-
Rv1086,1210595,1211383,+
Rv1087,1211560,1213863,+
Rv1087A,1214040,1214360,+
Rv1088,1214513,1214947,+
Rv1089,1214769,1215131,+
Rv1089A,1215517,1215621,+
Rv1090,1215599,1216054,+
Rv1091,1216469,1219030,+
Rv1092c,1219248,1220186,-
Rv1093,1220574,1221854,+
Rv1094,1221959,1222786,+
Rv1095,1222997,1224298,+
Rv1096,1224385,1225260,+
Rv1097c,1225263,1226144,-
Rv1098c,1226141,1227565,-
Rv1099c,1227596,1228582,-
Rv1100,1228683,1229384,+
Rv1101c,1229391,1230548,-
Rv1102c,1230660,1230971,-
Rv1103c,1230971,1231291,-
Rv1104,1231301,1231990,+
Rv1105,1232311,1232826,+
Rv1106c,1232844,1233956,-
Rv1107c,1233966,1234223,-
Rv1108c,1234213,1235460,-
Rv1109c,1235457,1236095,-
Rv1110,1236185,1237192,+
Rv1111c,1237209,1238192,-
Rv1112,1238255,1239328,+
Rv1113,1239416,1239613,+
Rv1114,1239610,1239984,+
Rv1115,1240187,1240885,+
Rv1116,1241003,1241188,+
Rv1116A,1241115,1241390,-
Rv1117,1241633,1241956,+
Rv1118c,1241971,1242831,-
Rv1119c,1242864,1243013,-
Rv1120c,1243010,1243504,-
Rv1121,1243707,1245107,+
Rv1122,1245129,1246151,+
Rv1123c,1246144,1247052,-
Rv1124,1247127,1248077,+
Rv1125,1248082,1249326,+
Rv1126c,1249330,1249935,-
Rv1127c,1249932,1251404,-
Rv1128c,1251617,1252972,-
Rv1129c,1253074,1254534,-
Rv1130,1254555,1256135,+
Rv1131,1256132,1257313,+
Rv1132,1257325,1259055,+
Rv1133c,1259067,1261346,-
Rv1134,1261922,1262158,+
Rv1135A,1264314,1264556,+
Rv1135c,1262272,1264128,-
Rv1136,1264606,1264947,+
Rv1137c,1265087,1265455,-
Rv1138c,1265472,1266488,-
Rv1139c,1266485,1266985,-
Rv1140,1267347,1268195,+
Rv1141c,1268203,1269009,-
Rv1142c,1269152,1269958,-
Rv1143,1270062,1271144,+
Rv1144,1271156,1271908,+
Rv1145,1272423,1273334,+
Rv1146,1273355,1274767,+
Rv1147,1274900,1275550,+
Rv1148c,1276300,1277748,-
Rv1149,1277893,1278300,+
Rv1150,1278269,1278817,+
Rv1151c,1278904,1279617,-
Rv1152,1279655,1280020,+
Rv1153c,1279998,1280846,-
Rv1154c,1280843,1281484,-
Rv1155,1281429,1281872,+
Rv1156,1282306,1282893,+
Rv1157c,1283056,1284171,-
Rv1158c,1284179,1284862,-
Rv1159,1284992,1286287,+
Rv1159A,1286284,1286568,-
Rv1160,1286595,1287020,+
Rv1161,1287328,1291026,+
Rv1162,1291065,1292741,+
Rv1163,1292798,1293403,+
Rv1164,1293406,1294146,+
Rv1165,1294168,1296054,+
Rv1166,1296152,1298059,+
Rv1167c,1298087,1298692,-
Rv1168c,1298764,1299804,-
Rv1169c,1299822,1300124,-
Rv1170,1300304,1301215,+
Rv1171,1301307,1301747,+
Rv1172c,1301755,1302681,-
Rv1173,1302931,1305501,+
Rv1174c,1305669,1306001,-
Rv1175c,1306202,1308226,-
Rv1176c,1308223,1308792,-
Rv1177,1309005,1309331,+
Rv1178,1309364,1310452,+
Rv1179c,1310480,1313299,-
Rv1180,1313725,1315191,+
Rv1181,1315234,1319982,+
Rv1182,1320035,1321453,+
Rv1183,1321520,1324528,+
Rv1184c,1324532,1325611,-
Rv1185c,1325776,1327512,-
Rv1186c,1327689,1329305,-
Rv1187,1329390,1331021,+
Rv1188,1331021,1332010,+
Rv1189,1332092,1332964,+
Rv1190,1332980,1333858,+
Rv1191,1333931,1334845,+
Rv1192,1334927,1335754,+
Rv1193,1335794,1337215,+
Rv1194c,1337248,1338513,-
Rv1195,1339003,1339302,+
Rv1196,1339349,1340524,+
Rv1197,1340659,1340955,+
Rv1198,1341006,1341290,+
Rv1199c,1341358,1342605,-
Rv1200,1342942,1344219,+
Rv1201c,1344216,1345169,-
Rv1202,1345260,1346324,+
Rv1203c,1346321,1346905,-
Rv1204c,1346936,1348624,-
Rv1205,1348719,1349282,+
Rv1206,1349332,1351125,+
Rv1207,1351191,1352147,+
Rv1208,1352144,1353118,+
Rv1209,1353157,1353525,+
Rv1210,1353522,1354136,+
Rv1211,1354243,1354470,+
Rv1212c,1354498,1355661,-
Rv1213,1355836,1357050,+
Rv1214c,1357293,1357625,-
Rv1215c,1357759,1359444,-
Rv1216c,1359472,1360146,-
Rv1217c,1360155,1361801,-
Rv1218c,1361798,1362733,-
Rv1219c,1362723,1363361,-
Rv1220c,1363503,1364150,-
Rv1221,1364413,1365186,+
Rv1222,1365344,1365808,+
Rv1223,1365875,1367461,+
Rv1224,1367463,1367858,+
Rv1225c,1367891,1368721,-
Rv1226c,1368832,1370295,-
Rv1227c,1370292,1370825,-
Rv1228,1370920,1371477,+
Rv1229c,1371777,1372949,-
Rv1230c,1372962,1374197,-
Rv1231c,1374322,1374864,-
Rv1232c,1374861,1376168,-
Rv1233c,1376230,1376826,-
Rv1234,1376976,1377503,+
Rv1235,1377524,1378930,+
Rv1236,1378927,1379850,+
Rv1237,1379855,1380679,+
Rv1238,1380684,1381865,+
Rv1239c,1381942,1383042,-
Rv1240,1383213,1384202,+
Rv1241,1384278,1384538,+
Rv1242,1384535,1384966,+
Rv1243c,1384989,1386677,-
Rv1244,1386857,1387717,+
Rv1245c,1387798,1388628,-
Rv1246c,1388685,1388978,-
Rv1247c,1388975,1389244,-
Rv1248c,1389357,1393052,-
Rv1249c,1393194,1393982,-
Rv1250,1394179,1395918,+
Rv1251c,1395821,1399240,-
Rv1252c,1399296,1399904,-
Rv1253,1399970,1401661,+
Rv1254,1401658,1402809,+
Rv1255c,1402778,1403386,-
Rv1256c,1403386,1404603,-
Rv1257c,1404717,1406084,-
Rv1258c,1406081,1407340,-
Rv1259,1407339,1408238,+
Rv1260,1408240,1409358,+
Rv1261c,1409484,1409933,-
Rv1262c,1409938,1410372,-
Rv1263,1410431,1411819,+
Rv1264,1411894,1413087,+
Rv1265,1413260,1413940,+
Rv1266c,1413960,1415840,-
Rv1267c,1416181,1417347,-
Rv1268c,1417658,1418356,-
Rv1269c,1418579,1418953,-
Rv1270c,1419014,1419748,-
Rv1271c,1419961,1420302,-
Rv1272c,1420410,1422305,-
Rv1273c,1422302,1424050,-
Rv1274,1424197,1424754,+
Rv1275,1424751,1425293,+
Rv1276c,1425438,1425914,-
Rv1277,1426164,1427417,+
Rv1278,1427414,1430041,+
Rv1279,1430062,1431648,+
Rv1280c,1431665,1433440,-
Rv1281c,1433433,1435271,-
Rv1282c,1435268,1436143,-
Rv1283c,1436140,1437117,-
Rv1284,1437324,1437815,+
Rv1285,1437909,1438907,+
Rv1286,1438907,1440751,+
Rv1287,1440805,1441290,+
Rv1288,1441348,1442718,+
Rv1289,1442767,1443399,+
Rv1290A,1445058,1445372,+
Rv1290c,1443482,1445047,-
Rv1291c,1445499,1445834,-
Rv1292,1446379,1448031,+
Rv1293,1448028,1449371,+
Rv1294,1449375,1450700,+
Rv1295,1450697,1451779,+
Rv1296,1451997,1452947,+
Rv1297,1453204,1455012,+
Rv1298,1455163,1455405,+
Rv1299,1455495,1456568,+
Rv1300,1456565,1457542,+
Rv1301,1457558,1458211,+
Rv1302,1458295,1459509,+
Rv1303,1459766,1460251,+
Rv1304,1460244,1460996,+
Rv1305,1461045,1461290,+
Rv1306,1461321,1461836,+
Rv1307,1461843,1463183,+
Rv1308,1463228,1464877,+
Rv1309,1464884,1465801,+
Rv1310,1465841,1467301,+
Rv1311,1467315,1467680,+
Rv1312,1467688,1468131,+
Rv1313c,1468171,1469505,-
Rv1314c,1469671,1470252,-
Rv1315,1470321,1471577,+
Rv1316c,1477134,1477631,-
Rv1317c,1477628,1479118,-
Rv1318c,1479199,1480824,-
Rv1319c,1480894,1482501,-
Rv1320c,1482514,1484217,-
Rv1321,1484279,1484959,+
Rv1322,1484982,1485278,+
Rv1322A,1485313,1485771,-
Rv1323,1485862,1487031,+
Rv1324,1487161,1488075,+
Rv1325c,1488154,1489965,-
Rv1326c,1490117,1492312,-
Rv1327c,1492320,1494425,-
Rv1328,1494564,1497155,+
Rv1329c,1497195,1499189,-
Rv1330c,1499213,1500559,-
Rv1331,1500661,1500966,+
Rv1332,1500926,1501582,+
Rv1333,1501599,1502633,+
Rv1334,1502641,1503081,+
Rv1335,1503103,1503384,+
Rv1336,1503394,1504365,+
Rv1337,1504356,1505078,+
Rv1338,1505075,1505890,+
Rv1339,1505917,1506738,+
Rv1340,1506755,1507534,+
Rv1341,1507573,1508187,+
Rv1342c,1508184,1508546,-
Rv1343c,1508543,1508923,-
Rv1344,1508968,1509288,+
Rv1345,1509281,1510846,+
Rv1346,1510846,1512006,+
Rv1347c,1511973,1512605,-
Rv1348,1513047,1515626,+
Rv1349,1515623,1517362,+
Rv1350,1517491,1518234,+
Rv1351,1518231,1518560,+
Rv1352,1518763,1519134,+
Rv1353c,1519200,1519985,-
Rv1354c,1520005,1521876,-
Rv1355c,1521885,1524032,-
Rv1356c,1524029,1524820,-
Rv1357c,1525293,1526216,-
Rv1358,1526612,1530091,+
Rv1359,1530173,1530925,+
Rv1360,1531348,1532370,+
Rv1361c,1532443,1533633,-
Rv1362c,1533948,1534610,-
Rv1363c,1534607,1535392,-
Rv1364c,1535683,1537644,-
Rv1365c,1537783,1538169,-
Rv1366,1538390,1539211,+
Rv1367c,1539512,1540645,-
Rv1368,1541020,1541805,+
Rv1369c,1541994,1542878,-
Rv1370c,1542929,1543255,-
Rv1371,1543359,1544828,+
Rv1372,1544825,1546006,+
Rv1373,1546012,1546992,+
Rv1374c,1547072,1547530,-
Rv1375,1547832,1549151,+
Rv1376,1549148,1550641,+
Rv1377c,1550579,1551217,-
Rv1378c,1551228,1552655,-
Rv1379,1552654,1553235,+
Rv1380,1553232,1554191,+
Rv1381,1554188,1555480,+
Rv1382,1555477,1555974,+
Rv1383,1555971,1557101,+
Rv1384,1557101,1560448,+
Rv1385,1560445,1561269,+
Rv1386,1561464,1561772,+
Rv1387,1561769,1563388,+
Rv1388,1563694,1564266,+
Rv1389,1564401,1565027,+
Rv1390,1565093,1565425,+
Rv1391,1565441,1566697,+
Rv1392,1566825,1568036,+
Rv1393c,1568109,1569587,-
Rv1394c,1569584,1570969,-
Rv1395,1571047,1572081,+
Rv1396c,1572127,1573857,-
Rv1397c,1574112,1574513,-
Rv1398c,1574510,1574767,-
Rv1399c,1574850,1575809,-
Rv1400c,1575834,1576796,-
Rv1401,1576930,1577532,+
Rv1402,1577613,1579580,+
Rv1403c,1579598,1580422,-
Rv1404,1580591,1581073,+
Rv1405c,1581145,1581969,-
Rv1406,1582166,1583104,+
Rv1407,1583101,1584474,+
Rv1408,1584499,1585197,+
Rv1409,1585194,1586213,+
Rv1410c,1586210,1587766,-
Rv1411c,1587772,1588482,-
Rv1412,1588567,1589172,+
Rv1413,1589386,1589901,+
Rv1414,1589891,1590292,+
Rv1415,1590397,1591674,+
Rv1416,1591689,1592153,+
Rv1417,1592150,1592614,+
Rv1418,1592639,1593325,+
Rv1419,1593505,1593978,+
Rv1420,1594042,1595982,+
Rv1421,1595979,1596884,+
Rv1422,1596881,1597909,+
Rv1423,1597906,1598883,+
Rv1424c,1598893,1599654,-
Rv1425,1599658,1601037,+
Rv1426c,1601059,1602321,-
Rv1427c,1602321,1603928,-
Rv1428c,1603932,1604759,-
Rv1429,1604878,1606146,+
Rv1430,1606386,1607972,+
Rv1431,1608083,1609852,+
Rv1432,1609849,1611270,+
Rv1433,1611434,1612249,+
Rv1434,1612256,1612393,+
Rv1435c,1612342,1612950,-
Rv1436,1613307,1614326,+
Rv1437,1614329,1615567,+
Rv1438,1615564,1616349,+
Rv1439c,1616961,1617386,-
Rv1440,1617837,1618070,+
Rv1441c,1618209,1619684,-
Rv1442,1619791,1622091,+
Rv1443c,1622207,1622692,-
Rv1444c,1623287,1623697,-
Rv1445c,1623714,1624457,-
Rv1446c,1624454,1625365,-
Rv1447c,1625418,1626962,-
Rv1448c,1626959,1628080,-
Rv1449c,1628097,1630199,-
Rv1450c,1630638,1634627,-
Rv1451,1635029,1635955,+
Rv1452c,1636004,1638229,-
Rv1453,1638381,1639646,+
Rv1454c,1639674,1640660,-
Rv1455,1640680,1641543,+
Rv1456c,1641493,1642425,-
Rv1457c,1642537,1643322,-
Rv1458c,1643319,1644260,-
Rv1459c,1644363,1646138,-
Rv1460,1646186,1646992,+
Rv1461,1646989,1649529,+
Rv1462,1649526,1650719,+
Rv1463,1650716,1651516,+
Rv1464,1651518,1652771,+
Rv1465,1652768,1653256,+
Rv1466,1653231,1653578,+
Rv1467c,1653673,1655502,-
Rv1468c,1655609,1656721,-
Rv1469,1656963,1658936,+
Rv1470,1658980,1659354,+
Rv1471,1659370,1659741,+
Rv1472,1659763,1660620,+
Rv1473,1660656,1662284,+
Rv1473A,1662381,1662572,+
Rv1474c,1662641,1663204,-
Rv1475c,1663215,1666046,-
Rv1476,1666204,1666764,+
Rv1477,1666990,1668408,+
Rv1478,1668419,1669144,+
Rv1479,1669283,1670416,+
Rv1480,1670413,1671366,+
Rv1481,1671377,1672384,+
Rv1482c,1672457,1673299,-
Rv1483,1673440,1674183,+
Rv1484,1674202,1675011,+
Rv1485,1675017,1676051,+
Rv1486c,1676017,1676883,-
Rv1487,1676941,1677375,+
Rv1488,1677397,1678542,+
Rv1489,1678552,1678908,+
Rv1489A,1678942,1679172,+
Rv1490,1679322,1680629,+
Rv1491c,1681208,1681966,-
Rv1492,1682157,1684004,+
Rv1493,1684005,1686257,+
Rv1494,1686271,1686573,+
Rv1495,1686570,1686887,+
Rv1496,1686884,1687888,+
Rv1497,1687941,1689230,+
Rv1498A,1690134,1690346,-
Rv1498c,1689303,1689920,-
Rv1499,1690407,1690805,+
Rv1500,1690850,1691878,+
Rv1501,1691890,1692711,+
Rv1502,1692924,1693823,+
Rv1503c,1693996,1694544,-
Rv1504c,1694545,1695144,-
Rv1505c,1695281,1695946,-
Rv1506c,1695943,1696443,-
Rv1507A,1697356,1697859,+
Rv1507c,1696727,1697422,-
Rv1508A,1699866,1700228,+
Rv1508c,1698095,1699894,-
Rv1509,1700212,1701093,+
Rv1510,1701295,1702593,+
Rv1511,1703074,1704096,+
Rv1512,1704093,1705061,+
Rv1513,1705058,1705789,+
Rv1514c,1705807,1706595,-
Rv1515c,1706630,1707526,-
Rv1516c,1707529,1708539,-
Rv1517,1708871,1709635,+
Rv1518,1709644,1710603,+
Rv1519,1710733,1711002,+
Rv1520,1711028,1712068,+
Rv1521,1712302,1714053,+
Rv1522c,1714172,1717612,-
Rv1523,1717653,1718696,+
Rv1524,1718726,1719970,+
Rv1525,1720017,1720802,+
Rv1526c,1720780,1722060,-
Rv1527c,1722083,1728409,-
Rv1528c,1728953,1729450,-
Rv1529,1729502,1731256,+
Rv1530,1731373,1732476,+
Rv1531,1732473,1733039,+
Rv1532c,1733116,1733550,-
Rv1533,1733610,1734737,+
Rv1534,1734734,1735411,+
Rv1535,1735976,1736212,+
Rv1536,1736519,1739644,+
Rv1537,1739841,1741247,+
Rv1538c,1741212,1742192,-
Rv1539,1742244,1742852,+
Rv1540,1742845,1743771,+
Rv1541c,1743778,1744371,-
Rv1542c,1744426,1744836,-
Rv1543,1745064,1746089,+
Rv1544,1746094,1746897,+
Rv1545,1746919,1747146,+
Rv1546,1747195,1747626,+
Rv1547,1747694,1751248,+
Rv1548c,1751297,1753333,-
Rv1549,1753510,1754037,+
Rv1550,1753716,1755431,+
Rv1551,1755445,1757310,+
Rv1552,1757681,1759432,+
Rv1553,1759435,1760178,+
Rv1554,1760175,1760555,+
Rv1555,1760552,1760929,+
Rv1556,1760997,1761605,+
Rv1557,1761744,1762937,+
Rv1558,1762947,1763393,+
Rv1559,1763428,1764717,+
Rv1560,1764755,1764973,+
Rv1561,1764979,1765383,+
Rv1562c,1765400,1767142,-
Rv1563c,1767135,1769432,-
Rv1564c,1769436,1771601,-
Rv1565c,1771640,1773829,-
Rv1566c,1773928,1774620,-
Rv1567c,1774860,1775144,-
Rv1568,1775392,1776705,+
Rv1569,1776702,1777862,+
Rv1570,1777859,1778539,+
Rv1571,1778539,1779048,+
Rv1572c,1779194,1779298,-
Rv1573,1779314,1779724,+
Rv1574,1779930,1780241,+
Rv1575,1780199,1780699,+
Rv1576c,1780643,1782064,-
Rv1577c,1782072,1782584,-
Rv1578c,1782758,1783228,-
Rv1579c,1783309,1783623,-
Rv1580c,1783620,1783892,-
Rv1581c,1783906,1784301,-
Rv1582c,1784497,1785912,-
Rv1583c,1785912,1786310,-
Rv1584c,1786307,1786528,-
Rv1585c,1786584,1787099,-
Rv1586c,1787096,1788505,-
Rv1587c,1788162,1789163,-
Rv1588c,1789168,1789836,-
Rv1589,1790284,1791333,+
Rv1590,1791334,1791573,+
Rv1591,1791570,1792235,+
Rv1592c,1792400,1793740,-
Rv1593c,1793997,1794707,-
Rv1594,1794756,1795805,+
Rv1595,1795805,1797388,+
Rv1596,1797388,1798245,+
Rv1597,1798294,1799052,+
Rv1598c,1799073,1799483,-
Rv1599,1799583,1800899,+
Rv1600,1800896,1802038,+
Rv1601,1802035,1802667,+
Rv1602,1802664,1803284,+
Rv1603,1803294,1804031,+
Rv1604,1804039,1804851,+
Rv1605,1804853,1805656,+
Rv1606,1805653,1806000,+
Rv1607,1806181,1807263,+
Rv1608c,1807298,1807762,-
Rv1609,1807903,1809453,+
Rv1610,1809443,1810150,+
Rv1611,1810240,1811058,+
Rv1612,1811127,1812359,+
Rv1613,1812359,1813171,+
Rv1614,1813171,1814577,+
Rv1615,1815253,1815693,+
Rv1616,1815683,1816081,+
Rv1617,1816189,1817607,+
Rv1618,1817615,1818517,+
Rv1619,1818575,1820029,+
Rv1620c,1819963,1821693,-
Rv1621c,1821690,1823273,-
Rv1622c,1823360,1824400,-
Rv1623c,1824430,1825887,-
Rv1624c,1825998,1826585,-
Rv1625c,1826614,1827945,-
Rv1626,1828180,1828797,+
Rv1627c,1828865,1830073,-
Rv1628c,1830070,1830561,-
Rv1629,1830665,1833379,+
Rv1630,1833542,1834987,+
Rv1631,1835013,1836236,+
Rv1632c,1836387,1836830,-
Rv1633,1837075,1839171,+
Rv1634,1839168,1840583,+
Rv1635c,1840572,1842242,-
Rv1636,1842451,1842891,+
Rv1637c,1842898,1843692,-
Rv1638,1843741,1846659,+
Rv1638A,1846716,1846973,-
Rv1639c,1848003,1848032,-
Rv1640c,1848517,1852035,-
Rv1641,1852273,1852878,+
Rv1642,1852928,1853122,+
Rv1643,1853184,1853573,+
Rv1644,1853606,1854388,+
Rv1645c,1854399,1855454,-
Rv1646,1855764,1856696,+
Rv1647,1856774,1857724,+
Rv1648,1857731,1858537,+
Rv1649,1858733,1859758,+
Rv1650,1859758,1862253,+
Rv1651c,1862347,1865382,-
Rv1652,1865576,1866634,+
Rv1653,1866631,1867845,+
Rv1654,1867842,1868726,+
Rv1655,1868723,1869925,+
Rv1656,1869922,1870845,+
Rv1657,1870842,1871354,+
Rv1658,1871363,1872559,+
Rv1659,1872639,1874051,+
Rv1660,1874160,1875221,+
Rv1661,1875304,1881684,+
Rv1662,1881704,1886512,+
Rv1663,1886512,1888020,+
Rv1664,1888026,1891079,+
Rv1665,1891226,1892287,+
Rv1666c,1892270,1893562,-
Rv1667c,1893577,1894230,-
Rv1668c,1894224,1895342,-
Rv1669,1895725,1896087,+
Rv1670,1896120,1896467,+
Rv1671,1896475,1896867,+
Rv1672c,1896876,1898207,-
Rv1673c,1898300,1899232,-
Rv1674c,1899260,1899916,-
Rv1675c,1900241,1900975,-
Rv1676,1901047,1901751,+
Rv1677,1901748,1902296,+
Rv1678,1902397,1903299,+
Rv1679,1903299,1904420,+
Rv1680,1904429,1905253,+
Rv1681,1905250,1906242,+
Rv1682,1906403,1907320,+
Rv1683,1907594,1910593,+
Rv1684,1910586,1910810,+
Rv1685c,1910776,1911399,-
Rv1686c,1911401,1912081,-
Rv1687c,1912153,1912920,-
Rv1688,1912979,1913590,+
Rv1689,1913602,1914876,+
Rv1690,1915527,1915910,+
Rv1691,1915949,1916701,+
Rv1692,1916698,1917759,+
Rv1693,1917756,1917932,+
Rv1694,1917940,1918746,+
Rv1695,1918746,1919669,+
Rv1696,1919683,1921446,+
Rv1697,1921542,1922723,+
Rv1698,1922745,1923689,+
Rv1699,1923829,1925589,+
Rv1700,1925582,1926205,+
Rv1701,1926202,1927137,+
Rv1702c,1927211,1928575,-
Rv1703c,1929131,1929721,-
Rv1704c,1929786,1931456,-
Rv1705c,1931497,1932654,-
Rv1706A,1934482,1934649,-
Rv1706c,1932694,1933878,-
Rv1707,1934882,1936342,+
Rv1708,1936360,1937316,+
Rv1709,1937313,1938149,+
Rv1710,1938146,1938841,+
Rv1711,1938838,1939602,+
Rv1712,1939599,1940291,+
Rv1713,1940288,1941679,+
Rv1714,1941853,1942665,+
Rv1715,1942659,1943573,+
Rv1716,1943576,1944406,+
Rv1717,1944406,1944756,+
Rv1718,1944809,1945627,+
Rv1719,1945641,1946420,+
Rv1720c,1947030,1947419,-
Rv1721c,1947416,1947643,-
Rv1722,1947861,1949345,+
Rv1723,1949342,1950589,+
Rv1724c,1950632,1951051,-
Rv1725c,1951041,1951751,-
Rv1726,1951852,1953237,+
Rv1727,1953270,1953839,+
Rv1728c,1953864,1954634,-
Rv1729c,1954631,1955569,-
Rv1730c,1955692,1957245,-
Rv1731,1957677,1959233,+
Rv1732c,1959243,1959791,-
Rv1733c,1959855,1960487,-
Rv1734c,1960774,1961016,-
Rv1735c,1961291,1961788,-
Rv1736c,1962228,1964186,-
Rv1737c,1964183,1965370,-
Rv1738,1965657,1965941,+
Rv1739c,1965955,1967637,-
Rv1740,1967705,1967917,+
Rv1741,1967917,1968165,+
Rv1742,1968173,1968910,+
Rv1743,1969004,1970704,+
Rv1744c,1970989,1971390,-
Rv1745c,1971380,1971991,-
Rv1746,1972138,1973568,+
Rv1747,1973630,1976227,+
Rv1748,1976600,1977331,+
Rv1749c,1977328,1977885,-
Rv1750c,1977969,1979567,-
Rv1751,1979621,1981003,+
Rv1752,1981130,1981579,+
Rv1753c,1981614,1984775,-
Rv1754c,1984979,1986670,-
Rv1755c,1986854,1987696,-
Rv1756c,1987745,1988629,-
Rv1757c,1988680,1989006,-
Rv1758,1989042,1989566,+
Rv1759c,1989833,1992577,-
Rv1760,1993153,1994661,+
Rv1761c,1994671,1995054,-
Rv1762c,1995054,1995842,-
Rv1763,1996152,1996478,+
Rv1764,1996529,1997413,+
Rv1765A,1999142,1999357,-
Rv1765c,1997418,1998515,-
Rv1766,1999737,2000006,+
Rv1767,2000074,2000433,+
Rv1768,2000614,2002470,+
Rv1769,2002626,2003870,+
Rv1770,2003878,2005164,+
Rv1771,2005161,2006447,+
Rv1772,2006636,2006947,+
Rv1773c,2007020,2007766,-
Rv1774,2007832,2009172,+
Rv1775,2009172,2009990,+
Rv1776c,2009995,2010555,-
Rv1777,2010656,2011960,+
Rv1778c,2012081,2012530,-
Rv1779c,2012686,2014479,-
